study	status	sex	ageClass	ageMin	ageMax	bodyweight	COkg	CO	flowLiver	flowLiverkg	dtype
sim1997	healthy	all	18 to 85 years	18	85	76.61	77.02	5900.32	1475.08	19.255	individual
sim1997	healthy	all	18 to 85 years	18	85	76.45	83.57	6389.22	1597.305	20.8925	individual
sim1997	healthy	all	18 to 85 years	18	85	77.24	91.18	7042.77	1760.6925	22.795	individual
sim1997	healthy	all	18 to 85 years	18	85	77.16	98.41	7594.07	1898.5175	24.6025	individual
sim1997	healthy	all	18 to 85 years	18	85	75.5	94.93	7166.68	1791.67	23.7325	individual
sim1997	healthy	all	18 to 85 years	18	85	74.47	109.04	8119.67	2029.9175	27.26	individual
sim1997	healthy	all	18 to 85 years	18	85	75.22	83.2	6257.9	1564.475	20.8	individual
sim1997	healthy	all	18 to 85 years	18	85	74.94	75.26	5639.6	1409.9	18.815	individual
sim1997	healthy	all	18 to 85 years	18	85	75.16	68.71	5164.49	1291.1225	17.1775	individual
sim1997	healthy	all	18 to 85 years	18	85	74.87	66.98	5015.04	1253.76	16.745	individual
sim1997	healthy	all	18 to 85 years	18	85	74.51	67.66	5041.4	1260.35	16.915	individual
sim1997	healthy	all	18 to 85 years	18	85	74.51	70.76	5272.4	1318.1	17.69	individual
sim1997	healthy	all	18 to 85 years	18	85	73.86	67.64	4996.01	1249.0025	16.91	individual
sim1997	healthy	all	18 to 85 years	18	85	73.56	69.02	5077.22	1269.305	17.255	individual
sim1997	healthy	all	18 to 85 years	18	85	73.34	71.43	5238.65	1309.6625	17.8575	individual
sim1997	healthy	all	18 to 85 years	18	85	72.98	72.45	5287.49	1321.8725	18.1125	individual
sim1997	healthy	all	18 to 85 years	18	85	73.63	74.19	5462.82	1365.705	18.5475	individual
sim1997	healthy	all	18 to 85 years	18	85	73.41	75.57	5547.42	1386.855	18.8925	individual
sim1997	healthy	all	18 to 85 years	18	85	72.9	77.62	5658.77	1414.6925	19.405	individual
sim1997	healthy	all	18 to 85 years	18	85	74.07	76.27	5648.99	1412.2475	19.0675	individual
sim1997	healthy	all	18 to 85 years	18	85	74.21	78.34	5813.69	1453.4225	19.585	individual
sim1997	healthy	all	18 to 85 years	18	85	72.31	91.4	6608.81	1652.2025	22.85	individual
sim1997	healthy	all	18 to 85 years	18	85	73.62	80.4	5919.3	1479.825	20.1	individual
sim1997	healthy	all	18 to 85 years	18	85	73.18	84.53	6185.97	1546.4925	21.1325	individual
sim1997	healthy	all	18 to 85 years	18	85	73.69	87.3	6432.87	1608.2175	21.825	individual
sim1997	healthy	all	18 to 85 years	18	85	72.6	86.24	6260.86	1565.215	21.56	individual
sim1997	healthy	all	18 to 85 years	18	85	71.95	88.98	6401.57	1600.3925	22.245	individual
sim1997	healthy	all	18 to 85 years	18	85	71.43	92.76	6626.05	1656.5125	23.19	individual
sim1997	healthy	all	18 to 85 years	18	85	72.45	96.58	6996.55	1749.1375	24.145	individual
sim1997	healthy	all	18 to 85 years	18	85	72.66	95.55	6942.91	1735.7275	23.8875	individual
sim1997	healthy	all	18 to 85 years	18	85	71.07	95.16	6763.05	1690.7625	23.79	individual
sim1997	healthy	all	18 to 85 years	18	85	70.55	101.36	7151.07	1787.7675	25.34	individual
sim1997	healthy	all	18 to 85 years	18	85	70.41	102.73	7233.06	1808.265	25.6825	individual
sim1997	healthy	all	18 to 85 years	18	85	69.25	100.64	6968.72	1742.18	25.16	individual
sim1997	healthy	all	18 to 85 years	18	85	64.74	107.08	6931.99	1732.9975	26.77	individual
sim1997	healthy	all	18 to 85 years	18	85	61.19	97.68	5977.1	1494.275	24.42	individual
sim1997	healthy	all	18 to 85 years	18	85	60.03	94.9	5696.61	1424.1525	23.725	individual
sim1997	healthy	all	18 to 85 years	18	85	63.58	97.74	6214.88	1553.72	24.435	individual
sim1997	healthy	all	18 to 85 years	18	85	64.82	95.7	6203.58	1550.895	23.925	individual
sim1997	healthy	all	18 to 85 years	18	85	67.14	96.45	6475.98	1618.995	24.1125	individual
sim1997	healthy	all	18 to 85 years	18	85	68.45	95.45	6533.51	1633.3775	23.8625	individual
sim1997	healthy	all	18 to 85 years	18	85	69.11	91.32	6311.43	1577.8575	22.83	individual
sim1997	healthy	all	18 to 85 years	18	85	70.14	83.76	5874.69	1468.6725	20.94	individual
sim1997	healthy	all	18 to 85 years	18	85	70.65	81.02	5723.5	1430.875	20.255	individual
sim1997	healthy	all	18 to 85 years	18	85	71.88	80.36	5776.15	1444.0375	20.09	individual
sim1997	healthy	all	18 to 85 years	18	85	71.23	76.89	5477.18	1369.295	19.2225	individual
sim1997	healthy	all	18 to 85 years	18	85	71.24	71.72	5109.14	1277.285	17.93	individual
sim1997	healthy	all	18 to 85 years	18	85	71.17	69.65	4956.73	1239.1825	17.4125	individual
sim1997	healthy	all	18 to 85 years	18	85	71.17	66.55	4736.09	1184.0225	16.6375	individual
sim1997	healthy	all	18 to 85 years	18	85	71.97	67.6	4865.01	1216.2525	16.9	individual
sim1997	healthy	all	18 to 85 years	18	85	72.4	68.99	4994.99	1248.7475	17.2475	individual
sim1997	healthy	all	18 to 85 years	18	85	73.42	63.84	4687.54	1171.885	15.96	individual
sim1997	healthy	all	18 to 85 years	18	85	73.86	63.16	4665.25	1166.3125	15.79	individual
sim1997	healthy	all	18 to 85 years	18	85	73.21	59.35	4345.37	1086.3425	14.8375	individual
sim1997	healthy	all	18 to 85 years	18	85	72.49	58.3	4226.08	1056.52	14.575	individual
sim1997	healthy	all	18 to 85 years	18	85	72.84	63.14	4599.24	1149.81	15.785	individual
sim1997	healthy	all	18 to 85 years	18	85	72.41	62.44	4521.08	1130.27	15.61	individual
sim1997	healthy	all	18 to 85 years	18	85	71.97	62.43	4493.12	1123.28	15.6075	individual
sim1997	healthy	all	18 to 85 years	18	85	70.96	61.71	4379.02	1094.755	15.4275	individual
sim1997	healthy	all	18 to 85 years	18	85	71.18	58.27	4147.63	1036.9075	14.5675	individual
sim1997	healthy	all	18 to 85 years	18	85	70.96	56.89	4036.77	1009.1925	14.2225	individual
sim1997	healthy	all	18 to 85 years	18	85	70.24	55.14	3873.23	968.3075	13.785	individual
sim1997	healthy	all	18 to 85 years	18	85	69.22	55.81	3863.17	965.7925	13.9525	individual
sim1997	healthy	all	18 to 85 years	18	85	68.56	62.69	4298.02	1074.505	15.6725	individual
sim1997	healthy	all	18 to 85 years	18	85	69.07	61.32	4235.56	1058.89	15.33	individual
sim1997	healthy	all	18 to 85 years	18	85	69.36	61.33	4253.86	1063.465	15.3325	individual
sim1997	healthy	all	18 to 85 years	18	85	69.36	63.4	4397.22	1099.305	15.85	individual
sim1997	healthy	all	18 to 85 years	18	85	69.72	65.82	4588.97	1147.2425	16.455	individual
sim1997	healthy	all	18 to 85 years	18	85	70.01	66.86	4680.93	1170.2325	16.715	individual
sim1997	healthy	all	18 to 85 years	18	85	70.66	65.5	4628.37	1157.0925	16.375	individual
sim1997	healthy	all	18 to 85 years	18	85	70.81	68.26	4833.26	1208.315	17.065	individual
sim1997	healthy	all	18 to 85 years	18	85	70	71.69	5018.52	1254.63	17.9225	individual
sim1997	healthy	all	18 to 85 years	18	85	69.78	79.96	5579.34	1394.835	19.99	individual
sim1997	healthy	all	18 to 85 years	18	85	68.98	78.91	5442.87	1360.7175	19.7275	individual
sim1997	healthy	all	18 to 85 years	18	85	69.34	77.88	5400.49	1350.1225	19.47	individual
sim1997	healthy	all	18 to 85 years	18	85	68.99	70.29	4848.89	1212.2225	17.5725	individual
sim1997	healthy	all	18 to 85 years	18	85	69.28	67.53	4678.89	1169.7225	16.8825	individual
sim1997	healthy	all	18 to 85 years	18	85	68.7	68.21	4686.02	1171.505	17.0525	individual
sim1997	healthy	all	18 to 85 years	18	85	67.25	64.38	4329.78	1082.445	16.095	individual
sim1997	healthy	all	18 to 85 years	18	85	66.74	63.34	4227.26	1056.815	15.835	individual
sim1997	healthy	all	18 to 85 years	18	85	67.25	68.18	4584.59	1146.1475	17.045	individual
sim1997	healthy	all	18 to 85 years	18	85	67.83	70.95	4812.05	1203.0125	17.7375	individual
sim1997	healthy	all	18 to 85 years	18	85	67.9	73.36	4981.02	1245.255	18.34	individual
sim1997	healthy	all	18 to 85 years	18	85	67.68	74.74	5057.91	1264.4775	18.685	individual
sim1997	healthy	all	18 to 85 years	18	85	67.24	76.45	5140.43	1285.1075	19.1125	individual
sim1997	healthy	all	18 to 85 years	18	85	66.37	72.64	4820.97	1205.2425	18.16	individual
sim1997	healthy	all	18 to 85 years	18	85	65.72	72.28	4749.83	1187.4575	18.07	individual
sim1997	healthy	all	18 to 85 years	18	85	65.79	74.69	4913.8	1228.45	18.6725	individual
sim1997	healthy	all	18 to 85 years	18	85	65.28	73.64	4807.58	1201.895	18.41	individual
sim1997	healthy	all	18 to 85 years	18	85	63.98	71.89	4599.14	1149.785	17.9725	individual
sim1997	healthy	all	18 to 85 years	18	85	62.6	71.17	4454.75	1113.6875	17.7925	individual
sim1997	healthy	all	18 to 85 years	18	85	62.09	71.15	4417.81	1104.4525	17.7875	individual
sim1997	healthy	all	18 to 85 years	18	85	61.8	68.73	4247.72	1061.93	17.1825	individual
sim1997	healthy	all	18 to 85 years	18	85	61.22	70.44	4312.35	1078.0875	17.61	individual
sim1997	healthy	all	18 to 85 years	18	85	60.48	81.46	4926.64	1231.66	20.365	individual
sim1997	healthy	all	18 to 85 years	18	85	61.5	73.21	4502.7	1125.675	18.3025	individual
sim1997	healthy	all	18 to 85 years	18	85	60.92	75.95	4627.15	1156.7875	18.9875	individual
sim1997	healthy	all	18 to 85 years	18	85	61.71	80.46	4965.29	1241.3225	20.115	individual
sim1997	healthy	all	18 to 85 years	18	85	60.84	81.81	4977.7	1244.425	20.4525	individual
sim1997	healthy	all	18 to 85 years	18	85	59.97	83.17	4987.74	1246.935	20.7925	individual
sim1997	healthy	all	18 to 85 years	18	85	62.52	74.96	4686.32	1171.58	18.74	individual
sim1997	healthy	all	18 to 85 years	18	85	62.88	76.35	4800.7	1200.175	19.0875	individual
sim1997	healthy	all	18 to 85 years	18	85	63.17	78.42	4953.85	1238.4625	19.605	individual
sim1997	healthy	all	18 to 85 years	18	85	64.19	76.38	4902.53	1225.6325	19.095	individual
sim1997	healthy	all	18 to 85 years	18	85	64.99	76.74	4987.17	1246.7925	19.185	individual
sim1997	healthy	all	18 to 85 years	18	85	65.49	77.79	5094.65	1273.6625	19.4475	individual
sim1997	healthy	all	18 to 85 years	18	85	65.78	80.55	5298.94	1324.735	20.1375	individual
sim1997	healthy	all	18 to 85 years	18	85	66.94	81.62	5463.57	1365.8925	20.405	individual
sim1997	healthy	all	18 to 85 years	18	85	67.96	82.33	5595.03	1398.7575	20.5825	individual
sim1997	healthy	all	18 to 85 years	18	85	68.1	86.47	5888.64	1472.16	21.6175	individual
sim1997	healthy	all	18 to 85 years	18	85	66.64	88.51	5898.4	1474.6	22.1275	individual
sim1997	healthy	all	18 to 85 years	18	85	66.13	89.87	5943.69	1485.9225	22.4675	individual
sim1997	healthy	all	18 to 85 years	18	85	64.98	87.78	5703.21	1425.8025	21.945	individual
sim1997	healthy	all	18 to 85 years	18	85	64.25	86.03	5527.73	1381.9325	21.5075	individual
sim1997	healthy	all	18 to 85 years	18	85	62.8	88.41	5551.93	1387.9825	22.1025	individual
sim1997	healthy	all	18 to 85 years	18	85	63.02	83.94	5289.45	1322.3625	20.985	individual
sim1997	healthy	all	18 to 85 years	18	85	63.75	83.26	5307.62	1326.905	20.815	individual
sim1997	healthy	all	18 to 85 years	18	85	74.42	79.38	5908.06	1477.015	19.845	individual
